link,post_id,response,title
https://towardsdatascience.com/a-simple-introduction-to-data-structures-part-one-linked-lists-efbb13e9ad33?source=tag_archive---------0----------------,efbb13e9ad33,2,A Simple Introduction To Data Structures: Part One – Linked Lists
https://medium.com/startup-data-science/data-sets-to-play-with-while-learning-data-science-and-deep-learning-43eb92f28448?source=tag_archive---------1----------------,43eb92f28448,1,Data sets to play with while learning Data Science and Deep LearningMost of the learning of…
https://medium.com/the-circular-theory/the-intelligence-behind-artificial-artificiality-of-intelligence-fa6ea43e1b42?source=tag_archive---------8----------------,fa6ea43e1b42,1,The Intelligence Behind Artificial: The Artificiality of IntelligenceThere is a circular relationship between artificial and intelligence.
https://medium.com/the-circular-theory/the-truth-about-nature-nature-doesnt-count-136def9a7d3c?source=tag_archive---------10----------------,136def9a7d3c,1,"The Truth About Nature: Nature Doesn’t CountZero and one is one and two, proving we have mathematics wrong."
https://medium.com/the-circular-theory/the-truth-about-reality-there-is-no-infinity-2595c6333614?source=tag_archive---------13----------------,2595c6333614,1,The Truth About Reality: There is No RealityZero and one is circumference and diameter. That’s all.
https://towardsdatascience.com/i-have-data-i-need-insights-where-do-i-start-7ddc935ab365?source=tag_archive---------0----------------,7ddc935ab365,12,I have data. I need insights. Where do I start?This question comes up often.
https://towardsdatascience.com/data-mining-friends-for-fun-profit-a08508674b27?source=tag_archive---------1----------------,a08508674b27,1,"Data Mining Friends for Fun & Profit*Python Web Scraping, NLP (Sentiment Analysis), IBM Watson API &…"
https://medium.com/toronto-machine-learning/exam-time-for-a-binge-watching-ai-e9477e901e3e?source=tag_archive---------8----------------,e9477e901e3e,1,"Exam Time for a Binge Watching AIThere are plenty of examples out there showing how an AI can recognize data in video. For example, emotion recognition. Let’s do something cool and different, ignoring the technical implementation details for the sake of brevity. Imagine this: You turn on the TV and…"
https://medium.com/@junlennon/ai-expo-d61415f8fa02?source=tag_archive---------9----------------,d61415f8fa02,1,AI EXPO先週のことですが、東京ビッグサイトで開催されていた、AI・人工知能 EXPO に行ってきました。第一回ということもあってか、かなり賑わっていました。出展企業は大手からベンチャーや大学まで様々でしたが、展示内容は比較的似通ったものが多かったです。機械学習を駆使した、汎用的なデータ予測プラットフォーム、画像／映像解析サービス、言語解析／テキスト分析サービス、チャットボットなどが多く、そのクオリティ（精度）やパフォーマンスは、使い方や投入コストなどによって、ピンキリな印象でした。
https://medium.com/level-up-web/best-python-books-in-2017-b064dfac287?source=tag_archive---------0----------------,b064dfac287,4,"Best Python Booksby Bradley Nice, Content Manager at ClickHelp.co — best technical writing tool"
https://hackernoon.com/deepmind-relational-networks-demystified-b593e408b643?source=tag_archive---------1----------------,b593e408b643,10,DeepMind’s Relational Networks — DemystifiedUnderstanding the current state of the art in Machine…
https://medium.com/inside-machine-learning/visualizing-high-dimensional-data-in-augmented-reality-2150a7e62d5b?source=tag_archive---------2----------------,2150a7e62d5b,4,Visualizing High Dimensional Data In Augmented RealityImagine walking into your office on a Monday…
https://towardsdatascience.com/neural-networks-innumerable-architectures-one-fundamental-idea-d622add47d3c?source=tag_archive---------3----------------,d622add47d3c,6,"Neural Networks - Innumerable Architectures, One Fundamental Idea!Getting down to business with the…"
https://towardsdatascience.com/from-scikit-learn-to-tensorflow-part-2-66c56985d6c7?source=tag_archive---------5----------------,66c56985d6c7,1,"From Scikit-learn to TensorFlow: Part 2Continuing from where we left, we delve deeper into how to develop machine learning (ML) algorithms using TensorFlow from a scikit-learn developer’s perspective. If you’d like to know the reasons to move to TensorFlow, motivations, do read my earlier post for…"
