link,post_id,response,title
https://medium.com/auquan/https-medium-com-auquan-machine-learning-techniques-trading-b7120cee4f05?source=tag_archive---------0----------------,b7120cee4f05,2,Application of Machine Learning Techniques to Trading
https://towardsdatascience.com/artificial-intelligence-as-magic-e8ba4b3165ea?source=tag_archive---------1----------------,e8ba4b3165ea,1,Artificial Intelligence as MagicInnovate or Die. Grow or wilt. That’s the feeling I have in the AI space today. Recessionary…
https://medium.com/@PaulaSchwarz/leaving-the-world-economic-forum-the-birth-of-datanomics-15943da78628?source=tag_archive---------2----------------,15943da78628,2,Leaving The World Economic Forum – The Birth Of ‘Datanomics’.(…Announcing the launch of the World Datanomic Forum)
https://towardsdatascience.com/serving-tensorflow-model-in-scala-6caeadbb2d55?source=tag_archive---------4----------------,6caeadbb2d55,1,Serving TensorFlow model in ScalaStep-by-step example how to build a reasonable Scala library to…
https://blog.datmo.io/announcing-the-datmo-applied-ai-machine-learning-fellowship-b7c69ac85dc4?source=tag_archive---------6----------------,b7c69ac85dc4,1,This blog post’s live copy can be found here on the official Datmo BlogAnnouncing the Datmo Applied AI/Machine Learning Fellowship
https://iyzico.engineering/spark-ml-to-h2o-migration-for-machine-learning-in-iyzico-dcba86b8eab2?source=tag_archive---------7----------------,dcba86b8eab2,1,"Spark ML to H2O Migration for Machine Learning in iyzicoIn iyzico data science team, we use an ensemble of different machine learning algorithms to detect credit card fraud and to increase conversion rates at the same time. We have too many technical and non-technical requirements for…"
https://medium.com/@satu.harry/a-language-independent-introduction-to-data-science-programming-part-1-3f9ebd6cb1c5?source=tag_archive---------22----------------,3f9ebd6cb1c5,1,A language independent introduction to Data science programming — Part 1
https://hackernoon.com/latest-deep-learning-ocr-with-keras-and-supervisely-in-15-minutes-34aecd630ed8?source=tag_archive---------0----------------,34aecd630ed8,23,🔥 Latest Deep Learning OCR with Keras and Supervisely in 15 minutes
https://blog.statsbot.co/probabilistic-graphical-models-tutorial-and-solutions-e4f1d72af189?source=tag_archive---------1----------------,e4f1d72af189,5,"Probabilistic Graphical Models Tutorial — Part 1Basic terminology and the problem settingA lot of common problems in machine learning involve classification of isolated data points that are independent of each other. For instance, given an…"
https://towardsdatascience.com/will-you-become-a-zombie-if-a-99-accuracy-test-result-positive-3da371f5134?source=tag_archive---------2----------------,3da371f5134,6,Introduction to Bayesian Thinking: from Bayes theorem to Bayes networksSuppose that in the world…
https://medium.com/parrot-prediction/partitioning-in-apache-spark-8134ad840b0?source=tag_archive---------3----------------,8134ad840b0,1,Partitioning in Apache SparkThe following post should serve as a guide for those trying to understand of inner-workings of Apache Spark…
https://medium.com/python-data/efficient-frontier-portfolio-optimization-with-python-part-2-2-2fe23413ad94?source=tag_archive---------4----------------,2fe23413ad94,9,Efficient Frontier & Portfolio Optimization with Python [Part 2/2]
https://towardsdatascience.com/clustering-unsupervised-learning-788b215b074b?source=tag_archive---------5----------------,788b215b074b,4,Clustering — Unsupervised LearningMachine LearningWhat is Clustering?“Clustering” is the process of grouping similar entities together. The goal of this unsupervised machine learning technique is to find similarities in the data point and…
https://medium.com/parrot-prediction/10-5-python-libraries-for-data-analysis-nobody-told-you-about-4307ec109f72?source=tag_archive---------6----------------,4307ec109f72,1,"10,5 Python Libraries for Data Analysis Nobody Told You About"
https://medium.com/center-for-data-science/tracking-hackers-with-nlp-and-machine-learning-2560c7fce053?source=tag_archive---------14----------------,2560c7fce053,1,Tracking Hackers with NLP and Machine LearningAn automated approach for analyzing activity on…
https://medium.com/the-outlier/jads-the-ai-world-summit-6c3e0f62f0b2?source=tag_archive---------16----------------,6c3e0f62f0b2,3,"JADS@ The AI World SummitThree weeks ago, a gathering of tech enthusiasts took place in Amsterdam, turning the “Gashouder” into a true…"
https://medium.com/@petrou.theodore/a-story-of-astros-baseball-my-dad-and-me-d66f770c4cda?source=tag_archive---------21----------------,d66f770c4cda,1,"A story of Astros Baseball, my Dad and MyselfHey everyone, I’d like to tell a story of Astros baseball, my dad and myself:"
https://medium.com/newstory/why-were-collecting-data-at-new-story-9be51a7ce3b8?source=tag_archive---------25----------------,9be51a7ce3b8,1,"Bridging the Gap Between Scientific Data and Stories worth reading.There are two main parallels of impact narrative in the social sector.Narrative — beautiful pictures, stories and video of success. This narrative normally depicts outliers (drastic…"
https://medium.com/@GregorydSam/getting-into-sports-analytics-ddf0e90c4cce?source=tag_archive---------0----------------,ddf0e90c4cce,6,Getting into Sports AnalyticsI’ve been working almost a year and a half now in a full time role as a data scientist at Opta and Perform Group working in football analytics for a variety of clients both in the pro and media spaces.
https://towardsdatascience.com/becoming-a-machine-learning-engineer-step-5-build-a-portfolio-31d219e40fbc?source=tag_archive---------2----------------,31d219e40fbc,1,Becoming a Machine Learning Engineer | Step 5: Build a Portfolio
https://towardsdatascience.com/machine-learning-meets-fashion-48ee8f6541ad?source=tag_archive---------3----------------,48ee8f6541ad,3,"Machine Learning Meets FashionIn this episode of AI Adventures, we will attempt to go through an entire machine learning workflow into…"
https://towardsdatascience.com/machine-learning-quick-reference-card-cf92f6accd08?source=tag_archive---------5----------------,cf92f6accd08,3,"Machine Learning Quick Reference CardSupervised and Unsupervised Machine LearningIn my last few posts, I had discussed few algorithms that I implement frequently at my work. However, the most important question is when to use these algorithms…"
https://medium.com/ibm-watson-data-lab/ibm-object-storage-2-spark-library-f52cddf4c4f0?source=tag_archive---------6----------------,f52cddf4c4f0,1,IBM Object Storage 2 Spark LibraryRead and write data between Spark and IBM’s Object Storage services
https://medium.com/@FrantzLight/hitting-1-on-product-hunt-in-2017-a-look-at-the-numbers-f4277449dcb5?source=tag_archive---------11----------------,f4277449dcb5,1,Traffic analysis of the most upvoted product of the day on Product Hunt.
https://medium.com/@NearInsights/cuisine-diversity-creativity-startup-success-37824f14f368?source=tag_archive---------14----------------,37824f14f368,1,"Cuisine Diversity, Creativity & Startup Success"
https://towardsdatascience.com/implementing-a-generative-adversarial-network-gan-dcgan-to-draw-human-faces-8291616904a?source=tag_archive---------0----------------,8291616904a,5,Implementing a Generative Adversarial Network (GAN/DCGAN) to Draw Human Faces
https://towardsdatascience.com/understanding-objective-functions-in-neural-networks-d217cb068138?source=tag_archive---------1----------------,d217cb068138,9,Understanding objective functions in neural networks.
https://towardsdatascience.com/10-years-of-data-science-visualizations-af1dd8e443a7?source=tag_archive---------2----------------,af1dd8e443a7,1,"10 Years of Data Science VisualizationsMy career in data science started a decade ago, when I took my first machine learning…"
https://towardsdatascience.com/google-colaboratory-simplifying-data-science-workflow-c70059386323?source=tag_archive---------0----------------,c70059386323,8,Google Colaboratory — Simplifying Data Science Workflow
https://towardsdatascience.com/analyse-the-migration-of-scientific-researchers-5184a9500615?source=tag_archive---------1----------------,5184a9500615,3,Analyse the migration of scientific researchers
https://medium.freecodecamp.org/how-pytoch-gives-the-big-picture-with-deep-learning-e4a0f372f4b6?source=tag_archive---------2----------------,e4a0f372f4b6,6,How Pytorch gives the big picture with deep learning
