claps,link,post_id,post_time,response,title
23,https://medium.com/@PeterKBonney/are-you-doing-data-science-or-datascience-a6cf620bb01e?source=tag_archive---------1----------------,a6cf620bb01e,2016-03-03T03:23:54.509Z,1,"Are you doing data science, or #DataScience?#DataScience is everywhere — it’s eating the world, promising to solve all of your business problems with a little data and a lot of technology. Unfortunately, it looks like actual data science is being lost somewhere in the hype."
24,https://blog.exploratory.io/introduction-11fdd17af04?source=tag_archive---------1----------------,11fdd17af04,2016-03-06T18:49:14.569Z,2,"Why learn dplyr for everyday data analysis ?I was one of those who started learning R relatively recently. I tried learning R by writing R codes. But I was a bit perplexed by the R’s own way of doing things and I didn’t become so enthusiastic about it right away. Though, that was only until I…"
77,https://medium.com/@steffenk/cool-octave-setup-on-os-x-29e69d311bfc?source=tag_archive---------0----------------,29e69d311bfc,2016-03-07T11:14:07.713Z,3,Cool Octave setup on OS X*** This text is from 2016 — please be aware that this isn’t fully up to…
16,https://blog.exploratory.io/import-flight-data-super-fast-with-readr-ce0cdd875854?source=tag_archive---------0----------------,ce0cdd875854,2016-03-08T17:01:24.448Z,1,"Import flight data super fast with readrBefore even getting into dplyr fun, let’s get data imported into R first. There is this very popular and interesting data about US Airline delays that has been collected and published by Bureau of Transportation Statistics under US Department of…"
5,https://medium.com/@ohdubz/how-to-write-a-hypothesis-c3ac605b4bcc?source=tag_archive---------4----------------,c3ac605b4bcc,2016-03-08T17:31:17.479Z,1,"How to write a hypothesisThe potential for your marketing improvement depends on the strength of your testing hypotheses.But where are you getting your test ideas from? Have you been scouring competitor sites, or perhaps pulling from previous designs on your site? The web is full…"
6,https://blog.datascientistworkbench.com/data-scientists-love-spark-b68045d239aa?source=tag_archive---------0----------------,b68045d239aa,2016-03-09T18:20:23.267Z,1,"Data Scientists love SparkGreat Data Scientists aren’t just scientists. Successful Data Scientists are also part artists and story tellers. But before the artist can paint beautiful pictures and the story teller can weave those pictures into a great a story, the scientist needs the right set of tools to…"
17,https://medium.com/@julheimer/transparency-through-data-building-a-lightweight-forecasting-tool-with-shiny-6fe4be5b627f?source=tag_archive---------2----------------,6fe4be5b627f,2016-03-09T20:32:51.929Z,1,"Transparency Through Data: Building a Lightweight Forecasting Tool with ShinyAt Buffer we really value transparency. Defaulting to transparency is one of our core values, and we’ve been fortunate to have been involved in some incredible discussions as a direct result. For a…"
21,https://gab41.lab41.org/python2vec-word-embeddings-for-source-code-3d14d030fe8f?source=tag_archive---------1----------------,3d14d030fe8f,2016-03-10T00:00:00.000Z,1,"Python2Vec: Word Embeddings for Source CodeThe reason that Lab41 embarked on the Hermes recommender systems challenge was to move towards assisting data scientists and software engineers in finding data, tools, and code. Without knowing anything about such items (except for how users interacted…"
19,https://medium.com/@ImJasonH/exploring-natality-data-with-bigquery-ed9b7fc6478a?source=tag_archive---------3----------------,ed9b7fc6478a,2016-03-10T11:43:28.887Z,2,"Exploring Natality data with BigQueryBig Data for the Big DayMy wife and I found out we were pregnant in July. Since then I think I’ve had about 20,000 questions that I honestly never cared at all about before. Most of them can boil down to, “what’s a normal…"
12,https://medium.com/@S.Hamel/dentsu-aegis-acquires-cardinal-path-my-take-575c498bd881?source=tag_archive---------4----------------,575c498bd881,2016-03-10T15:28:11.113Z,1,Dentsu Aegis Acquires Cardinal Path: My TakeCardinal Path was founded in the spring of 2011 following the merger of three…
2,https://medium.com/center-for-data-science/understanding-policy-making-through-wikileaks-with-data-science-514458d843f5?source=tag_archive---------5----------------,514458d843f5,2016-03-10T12:48:19.000Z,1,Understanding policy making through Wikileaks — with data scienceCDS Faculty Interview: Arthur SpirlingInterview by Jack Lowery
8,https://medium.com/@rgaryedwards/batman-vs-superman-73024491cee6?source=tag_archive---------6----------------,73024491cee6,2016-03-10T13:44:33.490Z,2,Batman Vs. SupermanSocial Scientists Versus Data Scientists
112,https://blog.exploratory.io/filter-data-with-dplyr-76cf5f1a258e?source=tag_archive---------0----------------,76cf5f1a258e,2016-03-11T15:18:02.780Z,2,"Filter data with dplyrFiltering data is one of the very basic operation when you work with data. You want to remove a part of the data that is invalid or simply you’re not interested in. Or, you want to zero in on a particular part of the data you want to know more about. Of course, dplyr has ’filter()’…"
37,https://eventbritehq.com/eventbrite-s-business-analytics-data-science-team-is-helping-inform-big-decisions-across-the-255e14017c06?source=tag_archive---------1----------------,255e14017c06,2016-03-11T20:26:33.741Z,2,"Eventbrite’s Business Analytics & Data Science Team Is Helping Inform Big Decisions Across the BusinessTo help tell this story, we partnered with Job Portraits, a creative studio focused on fast-growth teams. For the interview below, Job Portraits spoke…"
21,https://medium.com/civic-tech-thoughts-from-joshdata/what-happened-at-open-data-day-dc-2016-26fdbf9e40c2?source=tag_archive---------0----------------,26fdbf9e40c2,2016-03-12T20:09:23.744Z,3,"What happened at Open Data Day DC 2016?Last weekend 150 open data enthusiasts gathered in Washington, DC, for Open Data Day DC, a…"
10,https://medium.com/@TheHeartOfTheMatter/the-net-present-value-of-your-baby-born-today-in-a-world-of-data-7afd5cfc26b1?source=tag_archive---------1----------------,7afd5cfc26b1,2016-03-12T21:43:00.379Z,1,"The net present value of your baby, born today in a world of dataWe are now in a new world, which the vast majority of consumers do not yet perceive as…"
400,https://medium.com/machine-intelligence-report/how-to-learn-machine-learning-6fa1c66bf039?source=tag_archive---------0----------------,6fa1c66bf039,2016-03-13T18:23:33.920Z,12,"How to learn Machine Learning?Some time ago I started a journey into one of the most exciting fields in Computer Science — Machine Learning. This is my subjective guide for anyone who would like to explore this topic, but don’t know how to start.Before You Go"
5,https://gab41.lab41.org/tps-report-for-recommender-systems-yeah-that-would-be-great-3beb26ab9fe0?source=tag_archive---------1----------------,3beb26ab9fe0,2016-03-13T00:00:00.000Z,1,"TPS Report for Recommender Systems? Yeah, That Would be Great.Standard Performance Metrics in Recommender Systems"
1,https://medium.com/@bobcatwilson/pyladies-talk-night-mar-7-2016-f1c6f9d0c6c0?source=tag_archive---------3----------------,f1c6f9d0c6c0,2016-03-13T03:58:50.035Z,1,"PyLadies Talk Night — Mar 7, 2016Thanks everyone who came to our talk night, particularly our six presenters! We had a refreshing variety in the content of the presentations, as well as the formats. The buzz of conversation in the room was energizing, thanks for making it a success!"
19,https://medium.com/@amirziai/collaborating-with-jupyter-notebooks-40048e6628bd?source=tag_archive---------3----------------,40048e6628bd,2016-03-14T06:58:36.962Z,1,Collaborating with Jupyter notebooksI’m constantly searching for efficient ways for collaborating on data science projects. I tend…
21,https://medium.com/@seanjtaylor/the-personality-space-of-cartoon-characters-e1d7b2009c15?source=tag_archive---------4----------------,e1d7b2009c15,2016-03-14T18:33:27.790Z,1,"The Personality Space of Cartoon CharactersShiu Pei Luu, an art director at Facebook, and I were discussing character design — something she knows a lot about from her work on Facebook Stickers and developing games. Since it’s such a vital component of film/comics/cartoons/etc, a lot has been…"
9,https://medium.com/@DrQas/cobalt-and-the-case-for-open-data-ec042aa5d84d?source=tag_archive---------7----------------,ec042aa5d84d,2016-03-14T12:42:02.928Z,2,"Cobalt and the case for open dataFor the past year or so, I’ve been working on a platform for open data APIs centred upon the University of Toronto’s publicly available information. It’s called Cobalt, and it’s a web service that lets developers get, search, and filter various university data-points to…"
65,https://blog.insightdatascience.com/detecting-heart-arrhythmias-using-machine-learning-and-apple-watch-data-84bc97f30d3e?source=tag_archive---------0----------------,84bc97f30d3e,2016-03-15T15:10:21.000Z,1,"Detecting heart arrhythmias using machine learning and Apple Watch dataYancheng is an Insight alumnus from the first Health Data Science session and is now a data scientist at AthenaHealth. While at Insight, he partnered with the UCSF Health eHeart study to detect atrial…"
107,https://blog.insightdatascience.com/explicit-matrix-factorization-als-sgd-and-all-that-jazz-b00e4d9b21ea?source=tag_archive---------0----------------,b00e4d9b21ea,2016-03-16T16:10:21.000Z,6,"Explicit Matrix Factorization: ALS, SGD, and All That Jazz"
45,https://blog.exploratory.io/filter-with-date-function-ce8e84be680?source=tag_archive---------1----------------,ce8e84be680,2016-03-16T15:00:44.343Z,4,"Filter with Date dataWhat if you want to keep the data that is within a certain date and time range. For example, you might want to see your…"
18,https://medium.com/center-for-data-science/on-learning-and-loving-data-science-95469fb6ed53?source=tag_archive---------3----------------,95469fb6ed53,2016-03-16T14:33:12.706Z,1,On learning — and loving — data scienceJunbo (Jake) Zhao tells us about his journey from China to the US and his passion for data
16,https://medium.com/the-data-logs/my-first-data-set-893a749715fd?source=tag_archive---------4----------------,893a749715fd,2016-03-16T01:15:53.343Z,1,My First Data SetThe start of my first project
15,https://medium.com/@petesoder/the-secret-to-throwing-a-tech-conference-that-reflects-how-diverse-we-really-are-2015f1acb789?source=tag_archive---------2----------------,2015f1acb789,2016-03-17T17:49:15.755Z,1,The Secret to Throwing a Tech Conference that Reflects How Diverse We Really AreDiversity is what you make of it
62,https://medium.com/@innoarchitech/machine-learning-an-in-depth-non-technical-guide-part-5-b134da025a3e?source=tag_archive---------1----------------,b134da025a3e,2016-03-18T13:49:20.000Z,2,"Machine Learning: An In-Depth Guide — Unsupervised Learning, Related Fields, and Machine Learning in Practice"
23,https://medium.com/state-of-analytics/sports-is-your-perfect-introduction-to-data-science-22230dde1ba2?source=tag_archive---------2----------------,22230dde1ba2,2016-03-18T23:00:43.507Z,2,Sports Is Your Perfect Introduction to Data Science
33,https://medium.com/@cruzw/analyzing-50-000-tinder-users-in-the-los-angeles-area-134ad7faa0c1?source=tag_archive---------3----------------,134ad7faa0c1,2016-03-18T08:31:56.245Z,1,"Analyzing 50,000 Tinder Users in the Los Angeles AreaOh Tinder, you mean such different things for such different people. At various crossroads in my life you have served as a tool to fight boredom, and find the occasional date. Lately, you’ve been something else— giving me a sizeable…"
157,https://medium.com/coding-with-clarity/speeding-up-python-and-numpy-c-ing-the-way-3b9658ed78f4?source=tag_archive---------0----------------,3b9658ed78f4,2016-03-20T15:03:53.345Z,1,Speeding up Python and NumPy: C++ing the WayUsing C extensions to improve the performance of mathematical code
21,https://medium.com/clued-in/how-to-become-a-machine-learning-expert-in-one-simple-step-fb61748f03b7?source=tag_archive---------1----------------,fb61748f03b7,2016-03-20T14:02:28.457Z,1,How To Become A Machine Learning Expert In One Simple StepThe web is full of good explanations of machine learning algorithms. And every second applicant for a data science position has finished the Coursera course on machine learning. While it is important to understand the concepts…
2,https://medium.com/data-its-discontents/post-script-to-on-bernie-dispositional-bias-emergence-33f11eb6baed?source=tag_archive---------3----------------,33f11eb6baed,2016-03-20T04:21:12.915Z,2,"Post-Script to ‘On Bernie, Dispositional Bias & Emergence’"
56,https://blog.exploratory.io/scrape-data-from-web-pages-50e45b2b150a?source=tag_archive---------1----------------,50e45b2b150a,2016-03-21T14:41:10.594Z,1,Scrape data from web pagesLet’s look at the flight data again. You can check this post to see how to get the data and import. I’m using…
6,https://medium.com/@benjoyw/leftovers-b9f5d8b25545?source=tag_archive---------5----------------,b9f5d8b25545,2016-03-21T13:33:08.335Z,1,LeftoversSweeping Aside the Clutter of Evidence
140,https://blog.insightdatascience.com/spark-pipelines-elegant-yet-powerful-7be93afcdd42?source=tag_archive---------0----------------,7be93afcdd42,2016-03-22T08:55:48.000Z,1,"Spark Pipelines: Elegant Yet PowerfulEric Xu is a Data Scientist, Rails Developer at Outbrain and participated in the Insight…"
1.7K,https://medium.com/human-in-a-machine-world/mae-and-rmse-which-metric-is-better-e60ac3bde13d?source=tag_archive---------0----------------,e60ac3bde13d,2016-03-23T11:11:01.440Z,5,MAE and RMSE — Which Metric is Better?Mean Absolute Error versus Root Mean Squared ErrorMean Absolute Error (MAE) and Root mean squared error (RMSE) are two of the most common metrics used to measure accuracy for continuous variables. Not…
16,https://medium.com/@chris_bour/dataquo-net-a-narrative-way-to-share-and-discover-awesome-data-science-contents-b3c49289cd3d?source=tag_archive---------2----------------,b3c49289cd3d,2016-03-23T21:45:42.613Z,3,"DataQuo.net, a Narrative Way To Share And Discover Awesome Data Science Contents"
473,https://medium.com/teconomics-blog/5-tricks-when-ab-testing-is-off-the-table-f2637e9f15a5?source=tag_archive---------0----------------,f2637e9f15a5,2016-03-24T14:25:23.338Z,7,5 Tricks When AB Testing Is Off The TableAn applied introduction to causal inference in tech
